query_id,query,domain,name,summary,production_rank,retrieved_rank,bucket,duplicate_count,is_boilerplate
1,software companies,siscomsoftwares.com.br,Siscom Informática,"Siscom Informática, founded in February 1998, specializes in developing automated software systems for various sectors including commerce, industry, education, and manufacturing. They aim to be a reference in software development and IT services, providing clients with competitive advantages through technology. The company focuses on delivering solutions that enhance client productivity and leverage available technology.",12,1007.0,near_miss_1000_2000,1,False
1,software companies,myoffice.rs,myOffice,"myOffice is a Serbian company established in 2006 that provides a range of software and web solutions for businesses. Their offerings include accounting software (PDV Office), warehouse management systems (myWMS), fiscalization solutions (myLPFR), field sales applications (mySales), B2B/B2C e-commerce platforms, Power BI reporting, digital marketing services, and domain/hosting services. They aim to enhance business efficiency and productivity for small and medium-sized enterprises.",355,,not_found_beyond_10000,1,False
1,software companies,gregsier.com.au,Sier Associates,"Sier Associates provides tailored software solutions, specializing in database applications and analysis for the heavy equipment, workshop management, and coastal shipping industries. Led by Greg Sier with over 30 years of experience, the company focuses on agile development of mature, continuously improved products. They are currently enhancing their solutions with open-source tools and data modeling for better management planning.",914,4767.0,mid_miss_2000_5000,1,False
1,software companies,wilburypartners.com,Wilbury Partners,"Wilbury Partners provides software solutions and consulting services with a mission to develop exceptional software and deliver outstanding consulting. They aim to exceed customer expectations and are proud of their development process, which they customize for each project. The company, named after the band Traveling Wilburys, believes their services will speak for themselves.",717,1392.0,near_miss_1000_2000,1,False
1,software companies,ideativi.it,Ideativi Srl,"Ideativi Srl is an Italian company specializing in the development of innovative software solutions, including web and mobile applications, management systems, and custom software. They focus on improving businesses through technology, offering services that range from software analysis and development to the creation of proprietary products. Their mission is to be a reliable partner, providing efficient and user-friendly digital solutions that add value and enable clients to achieve new capabilities.",431,1120.0,near_miss_1000_2000,1,False
1,software companies,clartec.fr,CLARTEC,"CLARTEC is a software publisher and designer of connected objects and embedded systems. They offer an innovative software suite to enhance management processes, with specific solutions for family portals, childcare facilities, and financial management. The company focuses on providing tools to optimize administrative tasks for various organizations.",277,7003.0,far_miss_5000_10000,1,False
1,software companies,efficiencylab.com,EfficiencyLab,"EfficiencyLab specializes in designing and building custom technology systems and software solutions for engineering and manufacturing companies. Their services include process automation, augmented reality, API integration, enterprise system integration, legacy system replacement, data management, and workflow improvements. The company's mission is to enhance efficiency, save time and resources, and ultimately improve profits for their clients through tailored software.",841,2913.0,mid_miss_2000_5000,1,False
1,software companies,jedico.be,Jedico,"Jedico is a software consultancy firm founded in 2011, specializing in Oracle technologies. They offer reliable software consultancy services and have experience in various sectors including defense, healthcare, security systems, and financial systems. Their most recent project focuses on defense-oriented logistical software.",293,1609.0,near_miss_1000_2000,1,False
1,software companies,infotachus.com,InfoTachus,"InfoTachus is a technology company specializing in custom software solutions designed to enhance business efficiency, scalability, and security. They offer a range of services including custom applications, AI-driven tools, integrations, ERPs, HRMS, and RFID solutions. Their mission is to act as innovation partners, helping businesses across various sectors like real estate, pharma, retail, and manufacturing simplify complexity and accelerate growth.",565,4675.0,mid_miss_2000_5000,1,False
1,software companies,juchau-thorpe.co.uk,Juchau-Thorpe Limited,"Juchau-Thorpe Limited is a software solutions provider specializing in database application development and support. They offer consultation, software development, and support services, primarily using Microsoft products. The company has extensive experience across manufacturing, financial services, the public sector, and publishing industries, aiming to deliver practical IT solutions.",258,4391.0,mid_miss_2000_5000,1,False
1,software companies,aesoft.jp,応用電子開発 (Oyo Denshi Kaihatsu),"Oyo Denshi Kaihatsu is a company that transitioned from hardware design and microcontroller control to primarily focusing on PC software development. They specialize in creating business applications and control system software, with a strong emphasis on database integration. The company also offers specialized software solutions for financial accounting, personal number systems, and various care/rental management systems.",276,1356.0,near_miss_1000_2000,1,False
1,software companies,cd-zq.com,成都志前科技有限公司,"Chengdu Zhiqian Technology Co., Ltd. is a high-tech enterprise specializing in software research and development services, established in 2013. The company focuses on customized software consulting and development for clients in the financial, education, and e-commerce sectors. They emphasize their strong technical expertise, extensive project experience, and ability to deliver efficient, cost-effective solutions.",540,1327.0,near_miss_1000_2000,1,False
1,software companies,2dweb.bg,The Web (2D WEB),"The Web (2D WEB) is a software solutions company founded in 2018, specializing in web development and marketing activities. They offer services such as building custom software systems, internet advertising, photography, and videography. The company focuses on solving business problems for clients in the restaurant, hotel, and other sectors, providing solutions like online food ordering systems, reservation management, and sales management software.",836,4193.0,mid_miss_2000_5000,1,False
1,software companies,softipal.com,Softipal,"Softipal is a technology company that offers innovative software development services and products. They specialize in creating custom solutions using agile methodologies, focusing on component-based development to meet specific client needs. Their offerings include technical consulting, machine learning integration, database design, native and web application development, and IoT solutions, aiming to help businesses optimize operations and achieve sustainable growth.",932,3270.0,mid_miss_2000_5000,1,False
1,software companies,hwstudio.hu,HWS Stúdió Kft.,"HWS Stúdió Kft. is an IT company specializing in software development and cloud-based operations. They provide tailored software solutions for the financial, utility, and urban application sectors, aiming to enhance customer service and operational efficiency for public service providers, financial institutions, and SMEs. The company also offers data center hosting and server hotel services.",148,2695.0,mid_miss_2000_5000,1,False
1,software companies,lastridge.com,Last Ridge LLC,"Last Ridge LLC is a software development company focused on crafting elegant and high-performance solutions for complex challenges. They emphasize speed, reliability, precision, and enterprise-grade security in their engineered software. The company aims to collaborate with clients to build exceptional digital products and services.",519,3141.0,mid_miss_2000_5000,1,False
1,software companies,iavanza.es,iAvanza,"iAvanza is an IT consultancy specializing in the development of management software for various business sectors, custom application design, and web design. They offer a range of sector-specific software solutions, including ERP for textiles, management software for SMEs, technical services, food and beverage distribution, and hospitality. The company leverages over 25 years of experience to provide high-quality, tailored IT solutions for businesses.",136,2053.0,mid_miss_2000_5000,1,False
1,software companies,complexservices.net,Complex Services .NET,"Complex Services .NET is a custom software development company that designs, builds, and supports web-based and desktop applications. They specialize in creating scalable solutions to improve business efficiency and developing new products from client ideas. The company aims to solve complex problems with simple solutions, offering services for both new product development and ongoing software support.",696,1517.0,near_miss_1000_2000,1,False
1,software companies,seriotec.com,Seriotec GmbH,"Seriotec GmbH is a company specializing in software and IT solutions for the media industry. They develop web and mobile applications with a focus on user control of complex processes and cross-device usability. Additionally, Seriotec offers custom software solutions for motion picture storage and delivery, along with consulting, development, and support services for software projects.",83,4404.0,mid_miss_2000_5000,1,False
1,software companies,soft-et-technique.net,Soft & technique informatique,"Soft & technique informatique is a French company founded in 1986, specializing in software engineering, consulting, and training. They develop management software for sales, accounting, and HR, and also provide user support, software updates, and hardware maintenance for their clients. Their client base includes non-profit organizations, retail groups, and various SMEs/SMIs.",191,2314.0,mid_miss_2000_5000,1,False
1,software companies,etras.nl,ETRAS,"ETRAS specializes in providing reliable application solutions, focusing on efficiency. They offer tailor-made software for specialized environments, niche hardware solutions, and system design services. Additionally, ETRAS provides high-level services for film makers, including concepting, filming, editing, and mastering.",563,8597.0,far_miss_5000_10000,1,False
1,software companies,flyingrabbit.net,Flying Rabbit Productions,"Flying Rabbit Productions is a company that has been operating for over three decades, specializing in software development and design services. The company is now closing down but may consider small design jobs in the future. They are also offering support and maintenance for their developed software.",78,2181.0,mid_miss_2000_5000,1,False
1,software companies,quovide.com,Quo Vide BV,"Quo Vide BV is a Dutch company specializing in the design and development of custom business software, including online and mobile applications. They aim to make organizations smarter and more effective by creating software that supports business processes and facilitates collaboration. Their services encompass web and mobile app development, self-service portals, system integration, and project rescue.",636,2379.0,mid_miss_2000_5000,1,False
1,software companies,devmatics.io,"Devmatics, LLC","Devmatics is a full-service software development company that specializes in building custom software, mobile applications, integration solutions, and workflow automation. They focus on transforming ideas into practical business solutions by leveraging technology to solve organizational problems. Devmatics also offers services in Big Data & Analytics, eCommerce, and business consulting, aiming to enhance client operations and achieve business objectives.",669,4532.0,mid_miss_2000_5000,1,False
1,software companies,qs.com.pl,QS Janusz Wilkaniec,"QS Janusz Wilkaniec is an IT company specializing in software development for businesses, particularly those in micro, small, and medium-sized categories, as well as budget entities, cooperatives, and housing communities. With over 35 years of experience, they offer tailored, user-friendly software solutions for accounting, payroll, fixed assets, and invoicing, emphasizing ongoing updates and personalized customer support. Their mission is to provide adaptable software that meets individual business needs.",805,1733.0,near_miss_1000_2000,1,False
1,software companies,nova-tech-solutions.com,Nova Tech Solutions,"Nova Tech Solutions is a software development company specializing in application-based and web-based software. They offer comprehensive services across the entire software lifecycle, from requirements gathering to product integration, for both military and commercial clients. The company emphasizes turning client ideas into reality through technical expertise and project management to ensure timely and budget-conscious delivery.",888,3225.0,mid_miss_2000_5000,1,False
1,software companies,cedesi.com.br,CEDESI INFORMÁTICA LTDA,"Cedesi Informática LTDA, established in 1987, is a Brazilian company specializing in administrative software development, computer maintenance, and network structuring. They offer solutions for finance, inventory, electronic invoicing, sales, purchasing, production control, and costs, serving the industry and commerce sectors. The company aims to provide fast and effective operational and management controls through integrated software and hardware solutions, emphasizing continuous evolution and modern market offerings.",900,4028.0,mid_miss_2000_5000,1,False
1,software companies,ddisolutions.com.au,DDi Solutions,"DDi Solutions specializes in building custom software, databases, and web applications for a diverse clientele including government entities, corporations, and small businesses. They create tailored solutions that can be standalone or integrated with existing systems, aiming to provide better business solutions through talented development.",68,1223.0,near_miss_1000_2000,1,False
1,software companies,infosys.si,Infosys d.o.o.,"Infosys d.o.o. specializes in software and hardware solutions, optimizing work processes in finance and manufacturing. They offer a range of information solutions including custom software packages, data archiving, mobile applications, intranet portals, network services, and hardware maintenance. Additionally, they provide training for digital transformation, positioning themselves as experts in IT solutions and digital process implementation.",193,2876.0,mid_miss_2000_5000,1,False
1,software companies,cevisa.com.br,Cevisa,"Cevisa is an IT solutions provider specializing in the development of custom management software tailored to specific business needs. They also offer segment-specific software for distributors, wholesalers, construction material stores, industries, and retailers. Additionally, Cevisa provides administrative and IT consulting services, along with hardware sales and leasing to reduce costs and automate operations.",880,2341.0,mid_miss_2000_5000,1,False
1,software companies,lms.com.br,LMS Desenvolvimento de Sistemas,"LMS Desenvolvimento de Sistemas is a Brazilian company with over 25 years of experience in developing software solutions for small and medium-sized businesses. They specialize in creating management systems that reduce operational costs, minimize rework errors, and improve customer relationships. Their offerings include specialized software for general business management, auto parts distributors, and auto repair shops, backed by 24/7 online support.",281,3170.0,mid_miss_2000_5000,1,False
1,software companies,dglechi.cn,东莞市乐驰软件科技有限公司,"Dongguan Lechi Software Technology Co., Ltd. was established in 2017 and specializes in operating application software for the mobile internet industry. The company focuses on the research, development, and service of software systems, currently offering a driving school system for driver training schools. Their near-term goal is to provide software system services to numerous driving schools nationwide and expand into other industries, leveraging mobile internet technology to enhance enterprise performance and drive transformative changes.",980,1080.0,near_miss_1000_2000,1,False
1,software companies,errevi2.com,Errevi2,Errevi2 is an IT company with over 25 years of experience specializing in the creation and development of custom software solutions for local businesses. They focus on meeting the specific needs of their clients through tailored software development and support services.,664,1004.0,near_miss_1000_2000,1,False
1,software companies,transtex-nt.com,Транстэкс-НТ,"Транстэкс-НТ is a software development company specializing in modular business automation solutions. They offer a range of software for accounting, payroll, human resources, transport management, logistics, and sales. The company also provides custom software development services and has been operating since 1995, serving over 400 clients across various industries in Belarus, Ukraine, Russia, and Bulgaria.",953,6957.0,far_miss_5000_10000,1,False
1,software companies,izvornikod.hr,Izvorni kod d.o.o.,"Izvorni kod d.o.o. provides integrated IT solutions for sales and administrative processes, offering specialized software for legal services, construction, and fiscalization. Their product suite includes modules for retail, production, CRM, project management, and resource reservation, catering to various business needs. The company focuses on delivering comprehensive software to streamline operations and enhance business efficiency.",96,1837.0,near_miss_1000_2000,1,False
1,software companies,ibasi.com.br,iBASi Sistemas,"iBASi Sistemas is an innovative company with 15 years of experience, specializing in intelligent management solutions for wholesale markets and tourism agencies. They offer integrated software like iBASi Shopp for wholesale shopping malls and iBASi GUIA for tour agencies, focusing on optimizing operations, financial control, and customer management. Their mission is to deliver high-quality, personalized solutions through strong partnerships and excellent customer service.",819,4232.0,mid_miss_2000_5000,1,False
1,software companies,rdcgroup.com,RDC Group,"RDC Group is an international enterprise with branches across multiple countries, focusing on software and hardware solutions for research, development, production, and education. They offer services in computer software and hardware, information systems, prepress, publication, and specialized systems like laser vision tracking and fiber sensors. A key subsidiary, RDC Publishing, excels in prepress services for publishers, while their AccuBarcode product line provides advanced barcode creation software for graphic designers.",906,4963.0,mid_miss_2000_5000,1,False
1,software companies,carbonodev.com,Carbono,"Carbono is a custom software development company that builds digital products for innovative businesses in North America. They specialize in turning business visions into scalable, impactful, and lean solutions, including mobile applications and enterprise platforms. By combining strategy, design, and engineering, Carbono helps entrepreneurs and founders launch successful digital products.",292,1786.0,near_miss_1000_2000,1,False
1,software companies,bild-instal.ro,Bild-Instal SRL,Bild-Instal SRL is a software development and consulting company specializing in creating efficient digital solutions. They offer services such as automated tax declaration software for individuals and property management applications designed to streamline rental administration. Their focus is on developing user-friendly tools to simplify complex tasks for businesses and individuals.,274,4967.0,mid_miss_2000_5000,1,False
1,software companies,logicsystems.com.mx,LogicSystems,"LogicSystems is a technology creation company specializing in software development for various sectors. They offer a suite of products including CIB Financiera for financial institutions, CIB Casa de Empeño for pawnshops, and e-SIGeN for notarial management, along with specialized modules for tax calculations (ISR) and anti-money laundering (PLD). The company also provides IT solutions and web application development services, aiming to implement best market practices and deliver comprehensive technological solutions.",560,3621.0,mid_miss_2000_5000,1,False
1,software companies,valconsystems.com,Valcon Systems,"Valcon Systems is an IT and software solutions provider that focuses on delivering efficient software to accelerate business operations. They offer services including analysis, development, integration, testing, and support, aiming to improve profitability, product quality, and steady growth for their clients. The company automates B2C, B2B, and internal processes, connecting them to other systems.",700,6040.0,far_miss_5000_10000,1,False
1,software companies,koodikon.fi,Koodikon Oy,"Koodikon Oy is a growing software company founded in January 2018, specializing in developing web-based software and systems for future challenges. They offer comprehensive web-based system development, including standalone solutions and integrations, as well as custom, responsive website design. Their proprietary Yksiköinti.fi tool assists in the maintenance and unitization of private roads.",689,6671.0,far_miss_5000_10000,1,False
1,software companies,infolink.hr,InfoLink d.o.o.,"InfoLink d.o.o. is an IT company specializing in developing and providing software solutions for businesses. Their offerings include POS fiscalization systems, ERP systems, and specialized custom applications, alongside services like web design, hosting, and logo design. They aim to enhance business operations through innovative software and support, focusing on client needs and technological advancement.",967,4498.0,mid_miss_2000_5000,1,False
1,software companies,lavitsky.com,Lavitsky Computer Laboratories,"Lavitsky Computer Laboratories offers over 23 years of experience in leading software, hardware, and integration development. They specialize in solutions for advertising, media, embedded systems, and medical devices, helping clients navigate the evolving technology landscape. Their services aim to provide clarity and expertise in complex technological challenges.",782,1054.0,near_miss_1000_2000,1,False
1,software companies,gruppogvs.it,GRUPPO GVS,"GRUPPO GVS is an Italian IT company specializing in high-end software solutions for businesses, professional firms, tourism entities, artisans, and retail establishments. The group has grown through organic development and strategic acquisitions, integrating companies to enhance its expertise and offerings. Their mission is to continuously invest in innovative solutions that improve their clients' work and expand their product and service portfolio, positioning them as a leading IT entity in Italy.",66,1243.0,near_miss_1000_2000,1,False
1,software companies,graff.com.pl,GRAFF,"GRAFF is a software house specializing in creating custom web applications, e-commerce platforms, websites, and SMS mass-mailing systems for businesses. With over 20 years of experience since 1996, they focus on delivering efficient, high-quality, and flexible software solutions. Their services aim to enhance clients' competitive advantage through web-based technologies, offering support from concept to post-sale.",662,6984.0,far_miss_5000_10000,1,False
1,software companies,woodborne.com,Woodborne,"Woodborne specializes in custom business software solutions for small to medium-sized businesses. They offer custom application development, software enhancement, and application integration services. Their philosophy is to provide simple, honest advice and tailor-made solutions, with a strong emphasis on client referrals.",811,3395.0,mid_miss_2000_5000,1,False
1,software companies,twinvision.nl,Twinvision Software B.V.,"Twinvision Software, established in 1999, specializes in developing standard and custom software applications for various sectors, including housing corporations, property managers, owners' associations, and marinas. They offer solutions like Estate Vision for real estate management, Great Vision for relationship management, and Port Vision for marina management, alongside data warehousing and integration services. The company focuses on efficient development through short communication lines and modern technologies.",638,3271.0,mid_miss_2000_5000,1,False
1,software companies,hhp.su,"Общество с ограниченной ответственностью ""ХХП ИТ""","ХХП ИТ is a software development company specializing in custom software solutions, business process automation, expert systems, and data storage/analysis. They offer services such as developing new desktop, mobile, web, and SaaS applications, as well as modifying and integrating existing software. The company aims to help businesses create IT products and automate internal operations through tailored software development.",413,1052.0,near_miss_1000_2000,1,False
1,software companies,euro.it,EUROINFORMATICA srl,"EUROINFORMATICA srl is an Italian company specializing in software solutions and web services for businesses. They offer a range of software products, including ERP systems for various industries like jewelry and retail, alongside web development, e-commerce solutions, and internet marketing services. Their mission is to provide innovative solutions that enhance business competitiveness and value.",247,2634.0,mid_miss_2000_5000,1,False
1,software companies,greatislandsoftware.com,"Great Island Software, LLC","Great Island Software is a company specializing in the development of custom software solutions for scientific research, business, and education. They also offer website and graphic design services, focusing on user-friendly, standards-compliant websites with easy content management. The company emphasizes client involvement throughout their structured development process.",143,1414.0,near_miss_1000_2000,1,False
1,software companies,melfore.com,Melfore s.r.l.,"Melfore s.r.l. is a software development company with over 20 years of experience specializing in industrial and insurance sectors. They offer end-to-end software solutions, from feasibility analysis and architectural design to development, deployment, and ongoing support. Their expertise lies in creating custom software architectures, developing robust data and logic layers, building component-based UIs, and ensuring scalable cloud or on-premises deployments.",708,1875.0,near_miss_1000_2000,1,False
1,software companies,simsql.de,simSQL,"simSQL offers professional consulting and support in software design and management, from concept to finished product. The company is undergoing a website redesign and is currently in a transitional phase. It provides contact points for sales, marketing, and support.",412,5691.0,far_miss_5000_10000,1,False
1,software companies,bicomfor.eu,bicomfor,"bicomfor is an IT service provider specializing in custom software development, network technology, server and PC systems, and web hosting. They offer tailored solutions for small to medium-sized businesses, including their own ""WiWa"" goods management system. The company focuses on planning, implementing, and maintaining IT infrastructure to enhance business operations and online presence.",893,,not_found_beyond_10000,1,False
1,software companies,ks-datasystems.de,ks-datasystems,"ks-datasystems specializes in creating custom software solutions, including desktop and web-based applications. They also offer services for data exchange between programs through interfaces and provide database creation, optimization, and review. The company focuses on delivering tailored software services to meet specific client project needs.",106,,not_found_beyond_10000,1,False
1,software companies,algo-ville.com,Algoville,"Algoville is an innovative software company specializing in custom algorithm development and tailored software solutions. With extensive R&D experience, they transform complex challenges into efficient, scalable software across various industries including automotive, manufacturing, energy, and healthcare. Their services encompass end-to-end custom development, algorithm design, resource allocation, and expert consultation.",337,1581.0,near_miss_1000_2000,1,False
1,software companies,tyglz.com,太原橄榄枝软件开发有限公司,"太原橄榄枝软件开发有限公司 is a technology-oriented company established in 2014, specializing in software research and development. Their services include custom software development, product R&D, mobile application development (APP, mini-programs), software solutions, and outsourcing. They cater to various industries such as education, government, enterprise, pharmacies, and distributors, leveraging their technical expertise and service experience to provide high-quality software solutions.",653,1790.0,near_miss_1000_2000,1,False
1,software companies,algorithm-plus.com,Алгоритм-Плюс,"Алгоритм-Плюс is a Ukrainian company specializing in the development and support of software solutions. They offer a range of products including 'Пирамида' for pharmacy automation, 'Window-Pro' for manufacturing enterprises (especially plastic window, sawmill, and furniture producers), and 'Фото-Плюс' for photo studios. The company also provides custom corporate system development, existing software support, web development, SEO services, and Linux-based software development.",38,3219.0,mid_miss_2000_5000,1,False
1,software companies,easyware.co.uk,EasyWare UK Ltd,"EasyWare UK Ltd provides simple yet powerful software solutions designed to address complex business problems. They focus on creating accessible technology for everyday business challenges, aiming to make sophisticated solutions affordable and easy to use. Their product offerings span areas like eCommerce, Human Resources, and Hospital Administration systems.",887,1158.0,near_miss_1000_2000,1,False
1,software companies,efarmgroup.com,eFarm Group s.r.l.,"eFarm Group is a Milan-based software house with over 20 years of experience in designing and developing custom web-based software solutions for small and medium-sized enterprises (SMEs). They specialize in web applications, portals, management systems, CMS, e-commerce sites, mobile apps (iOS and Android), and Windows desktop applications. The company also offers IT consulting, UX/UI design, and has a strong focus on developing software for managing contests and prize operations.",488,1143.0,near_miss_1000_2000,1,False
1,software companies,maskgraphics.com,MaskGraphics,"MaskGraphics provides innovative software solutions, including graphic design, image manipulation, website creation and maintenance, and bespoke application and database programming. They cater to both new and experienced users, offering clear, jargon-free explanations of technical options. The company aims to understand customer requirements and deliver tailored solutions, driven by a commitment to excellence.",492,3597.0,mid_miss_2000_5000,1,False
1,software companies,inanta.nl,Inanta,"Inanta is a software specialist focused on providing Exact Software solutions to small and medium-sized businesses. The company aims to optimize business processes in areas such as CRM, HRM, finance, production, and logistics. Led by Jeroen Heijink, Inanta emphasizes a personal, involved, and flexible approach to build long-term client relationships.",449,1509.0,near_miss_1000_2000,1,False
1,software companies,techorizon.com.br,Techorizon,"Techorizon is a software development company specializing in financial services, scheduling, and customer management solutions. They focus on delivering innovative and cutting-edge technology to help businesses thrive. The company aims to empower clients with creative solutions for business success.",268,1254.0,near_miss_1000_2000,1,False
1,software companies,alphard.hu,Alphard K3 Mo. Kft.,"Alphard K3 Mo. Kft. specializes in custom software design and development, particularly on the Oracle platform. The company focuses on creating functional software solutions for its clients. Their services encompass the entire software development lifecycle, from design to implementation, as indicated by their website sections for services and references.",973,,not_found_beyond_10000,1,False
1,software companies,altoservices.net,Alto App Factory,"Alto App Factory is a software development company specializing in creating tailored software solutions and scalable applications. They offer a range of services including custom app development, ready-made applications, and technology solutions for business automation. The company focuses on transforming client ideas into powerful software, serving clients in Nigeria and the US.",529,1817.0,near_miss_1000_2000,1,False
1,software companies,netvalue.nz,NetValue,"NetValue is a software company specializing in developing custom business software applications and solutions. They focus on understanding business objectives before designing software, offering services like project management apps, auto product-push apps, and health & safety induction systems. The company also provides complete business and accounting software.",466,3208.0,mid_miss_2000_5000,1,False
1,software companies,nk-stock.de,NK-Stock,"NK-Stock is developing software programs, currently in beta testing. The website provides basic navigation to information about these programs, program details, and contact information. The company appears to be focused on software development and is preparing to launch its products.",590,3520.0,mid_miss_2000_5000,1,False
1,software companies,tfc-services.nl,TFC-Services B.V.,"TFC-Services B.V. develops a comprehensive software suite tailored for businesses in the fresh produce retail sector. Their solutions cater to various branches including butchers, fishmongers, greengrocers, caterers, and delicatessens, offering a range of functionalities to enhance business operations. The company also provides remote assistance services to support its clients.",561,7817.0,far_miss_5000_10000,1,False
1,software companies,gz-feiyu.cn,飞域软件 (Feiyu Software),"Feiyu Software provides customized software solutions, specializing in software development for the power industry, meteorological information systems, asset management systems, and internal enterprise office management systems. The company focuses on delivering tailored software to meet specific client needs across these sectors.",952,2523.0,mid_miss_2000_5000,1,False
1,software companies,kamee.pl,Kamee Sp. z o.o.,"Kamee Sp. z o.o. is a software house specializing in creating custom software solutions for businesses. They offer comprehensive programming services, focusing on developing dedicated applications, CRM, ERP, MES, and WMS systems tailored to specific client needs. Their mission is to enhance operational efficiency, provide competitive advantages through automation and integration, and support business growth with adaptable and secure IT solutions.",135,3866.0,mid_miss_2000_5000,1,False
1,software companies,mpginteractive.com,MPG Interactive,"MPG Interactive is a diversified holding company that designs and develops software solutions for businesses. They offer a suite of products including AutoLotManager for automotive inventory management and marketing, AutoLotClassics for classic vehicle advertising, Watch2Wear for an online watch marketplace, and SettlementDriver for online dispute resolution. Their mission is to help businesses maximize profits and reduce operating costs through innovative software.",8,3985.0,mid_miss_2000_5000,1,False
1,software companies,aposoft.it,Aposoft,"Aposoft is a software house specializing in the development of applications for contact centers and optical archiving. They focus on creating simple, functional, high-quality, and professional products with attention to graphic design. The company also provides web interface development, assistance, and maintenance for its products, aiming for user-friendly and creative solutions.",334,,not_found_beyond_10000,1,False
1,software companies,entesia.ch,Entesia AG,"Entesia AG is a software development company specializing in tailored web and mobile applications, cloud services, and desktop solutions. They focus on process optimization, database design, and providing engineering services in information technology. The company aims to deliver high-quality software solutions that benefit customers and emphasizes active communication to ensure client satisfaction.",558,2991.0,mid_miss_2000_5000,1,False
1,software companies,devpipeline.com,DevPipeline,"DevPipeline is an insourced software development partner that helps businesses streamline processes, automate tasks, and reduce overhead by building custom software solutions. They offer services in workflow and data management, integrations, cross-platform apps, e-commerce, and custom CRMs. DevPipeline also focuses on transforming existing employees into skilled software developers, fostering internal talent and providing greater control over software development.",144,4027.0,mid_miss_2000_5000,1,False
1,software companies,terminus.sk,Terminus s.r.o.,"Terminus s.r.o. specializes in creating custom information systems tailored for ambitious companies, built around their specific workflows. They emphasize rapid deployment and a user-friendly experience that requires no training. The company offers promotional videos and contact information for sales inquiries.",725,6262.0,far_miss_5000_10000,1,False
