query_id,query,domain,name,summary,openai_label,openai_reason,claude_label,claude_reason,your_label
1,software companies,lugosoft.com,Unknown,"This entity develops custom software applications for business, science, and communication, with a 20-year track record in eCommerce, CRM, scientific interactive frontends, and automated data processing pipelines. They also design, deploy, and maintain IT infrastructure for high-performance computing projects, both on-site and in the cloud. The company invites potential clients to reach out for future collaborations.",1,"The company develops software applications, which is related to the query, but it is not a general software company.",2,"This company directly develops and delivers software applications and services, making it a strong match for a 'software companies' search query.",2
1,software companies,mms.ps,Hesabate Software Co.,"Hesabate Software Co. develops and designs advanced software solutions focused on accounting and financial management for companies and institutions. Established in 2009, their mission is to provide reliable and powerful accounting software that enables clients to efficiently control their financial aspects. They offer products like Hesabate, Hesabate POS, and Hesabate HR, and are committed to continuous innovation and excellent customer support.",1,"The company specializes in accounting software, which is related to software companies but not a broad representation of the entire software industry.",2,"Hesabate Software Co. is a software company that develops and sells software products, making it a direct and strong match for the search query 'software companies'.",2
1,software companies,softwaregeneration.com,Software Generation,"Software Generation provides business accounting software solutions, specializing in Enterprise Resource Planning (ERP) systems, distribution, and manufacturing integration. They offer support for Sage X3, Sage Pro ERP, and SBT accounting products, leveraging cloud technologies and various development platforms. The company focuses on customizable, open-source code solutions and provides training and support services to help businesses optimize their accounting and management functions.",1,"The company specializes in software solutions, but its focus is specifically on accounting and ERP systems.",2,"Software Generation is directly a software company that develops and provides business accounting software solutions, making it a strong direct match for the 'software companies' search query.",2
1,software companies,software-solution.it,Software Solution Group,"Software Solution Group specializes in developing and providing innovative software solutions and services for the retail and service sectors. Their offerings include management software, apps, and automation tools designed to simplify and optimize business operations for various industries such as food service, retail, hospitality, and more. The company focuses on enhancing efficiency, security, and cost-effectiveness for its clients through digital transformation.",1,"The company develops software solutions, but its focus is on specific sectors rather than being a general software company.",2,"Software Solution Group is a software company that develops and provides software solutions and services, making it a direct and strong match for the 'software companies' search query.",2
1,software companies,scbbs.com,Software Creations,"Software Creations is a software development company specializing in Drupal CMS development, online training systems, and AI-assisted knowledge base development. With 40 years of experience, they build robust digital solutions, create engaging training platforms, and leverage AI to organize and retrieve data effectively. Their services aim to enhance user experience, reduce support load, and drive business goals through scalable digital experiences.",1,"The company is a software development firm, but its specialization in specific areas may not encompass the broader category of 'software companies'.",2,Software Creations is directly a software development company that matches the search query for 'software companies',2
1,software companies,platformsoftware.com,Platform Software Inc,"Platform Software develops automated browser extensions, apps, and email tools designed to drive revenue and business growth for B2B customers. Founded in 2016, the company focuses on creating useful software solutions. Their offerings include tools like 'After Offers' which have been positively reviewed by clients for their effectiveness in generating earnings and leads.",1,"The company develops software solutions, but its focus on specific tools for B2B customers makes it less broadly relevant to the general query.",2,"Platform Software Inc is a software company that develops and sells software products, making it a direct and strong match for the 'software companies' search query.",2
1,software companies,bpapos.com,"Business Software Solutions, Inc.","Business Software Solutions, Inc. provides integrated Point of Sale (POS) systems, software, and equipment, primarily under the Business Plus Accounting (BPA) brand. They offer comprehensive solutions for the restaurant, retail, and hotel industries, including features like online ordering, payment processing, inventory management, and cloud reporting. The company aims to provide affordable and user-friendly POS and accounting software for small to large businesses.",1,"The company provides software solutions, but its focus is specifically on POS systems rather than a broader range of software companies.",2,"Business Software Solutions, Inc. is a software company that develops and provides software products and solutions, making it a direct match for the search query 'software companies'.",2
1,software companies,lexiaokeji.cn,唐山乐晓软件科技有限责任公司,"Tangshan Lexiao Software Technology Co., Ltd. is a technology company focused on software development and operation. Their mission is to bring more happiness to users through their software. The company specializes in software development and design.",1,"The company is a software development firm, making it related but not a strong direct match for the broader query.",2,This is a software development company that directly matches the search query for software companies.,SKIP
1,software companies,litesolutions.es,Software a medida,"This company offers custom software development, consulting, and maintenance services to help businesses grow and evolve. They specialize in creating technological solutions tailored to client needs, focusing on people, processes, and technology. Their services include corrective, preventive, and evolutionary maintenance to reduce risks and improve software capabilities.",1,The company offers software development services but is focused on custom solutions rather than being a general software company.,2,This is a software development company that directly matches the search query for 'software companies' with clear focus on custom software development and related services.,2
1,software companies,conecomp.com,Application Software,"This entity develops and provides application software solutions, primarily focusing on accounting and operational management for various industries. Their offerings include comprehensive modules for municipal fund accounting, coal delivery management, wholesale/distribution operations, and manufacturing processes. The core of their product suite is a robust accounting system supporting GAAP and IFRS, designed to integrate seamlessly with their specialized industry applications.",1,"The company develops application software, which is related to the query but focuses on specific industries.",2,"Application Software is a software company that develops and provides application software solutions, making it a strong direct match for the 'software companies' search query.",2
1,software companies,businesssoftware.pl,Business Software Sp. z o.o.,"Business Software Sp. z o.o. specializes in creating custom software and applications for businesses, particularly focusing on the manufacturing industry. Since 2011, they have developed solutions to improve operations for over ten significant production companies. They offer tailored software development services to meet specific business needs and enhance operational efficiency.",1,The company is a software provider but focuses specifically on the manufacturing industry.,2,"Business Software Sp. z o.o. is a software company that develops custom software and applications for businesses, making it a direct match for the search query 'software companies'.",2
1,software companies,thirdlifesoftware.com,Third Life Software,"Third Life Software is a custom enterprise software solutions provider that focuses on innovating and streamlining business processes for clients. They specialize in designing scalable, automated, efficient, and cost-effective software solutions, particularly for the Financial Services, Utilities, and Government sectors. The company aims to transform clients' digital landscapes by partnering with them to develop and implement IT solutions.",1,"The company provides software solutions but is focused on specific sectors, making it partially relevant.",2,"Third Life Software is directly a software company that provides custom enterprise software solutions, making it a strong match for the search query 'software companies'.",2
1,software companies,softwaremerchant.com,Software Merchant Inc.,"Software Merchant Inc. is a leading IT consulting and staffing firm specializing in mobile technology solutions across Apple platforms, including iOS and Android. With over 20 years of experience, they offer mobile app development, consulting, staffing, and integration of AR/AI technologies. They cater to Fortune 500 companies and growing businesses, focusing on delivering quality, client-driven mobile applications and digital commerce solutions.",1,"The company specializes in mobile technology solutions, which is related to software but not exclusively focused on software development.",2,"Software Merchant Inc. is a software company that develops and delivers software solutions, making it a direct match for a search for 'software companies'.",2
1,software companies,millipedesoftware.com,Millipede Software LLC,"Millipede Software LLC is a company that appears to be involved in software development, indicated by its name and the presence of terms like 'millipede', 'stereopaint', 'oramata', and 'lexiscope' which could relate to software products or technologies. The company is based in Cambridge, MA.",1,"The company is involved in software development, but the specific products and technologies mentioned do not provide a strong direct match for the broader query.",2,Millipede Software LLC is directly a software company as indicated by its name and focus on software development and products.,SKIP
1,software companies,brighenti.net,Brighenti Software,"Brighenti Software appears to be a software development company based on its name and the provided website URL. The website offers basic information and a sitemap, suggesting it is a digital presence for the company. Further details about specific software products or services are not available from the provided text.",1,"The company is a software development firm, making it related but lacking specific details on products or services.",2,"Brighenti Software is a software development company, which is a direct match for the search query 'software companies'.",2
2,healthcare providers,avonhealthcareservices.co.uk,Avon Healthcare Services,"Avon Healthcare Services (AHS) is a company that facilitates healthcare services by bringing together commissioners and providers. They specialize in writing unified contracts, training providers, and ensuring service delivery within budget and on time. AHS aims to provide quality healthcare through a network of accessible providers under a single contract.",2,"Avon Healthcare Services directly facilitates healthcare services and connects providers, making it highly relevant to the query.",1,"AHS facilitates healthcare services and works with providers, but is primarily a contract and service management company rather than a direct healthcare provider itself.",0
2,healthcare providers,medquick.tn,PLATEFORMES MEDICALES MEDQUICK,"MEDQUICK operates as a healthcare platform, offering services to both healthcare professionals and individual clients. The company aims to be a health partner, providing access to medical resources and potentially facilitating health-related transactions or information exchange. Its structure suggests a dual focus on B2B and B2C markets within the healthcare sector.",2,"The company directly operates as a healthcare platform, making it highly relevant to the query for healthcare providers.",1,"The company is a healthcare platform that serves healthcare professionals and clients, making it related to healthcare providers but not a direct provider itself.",1
2,healthcare providers,medinex.fi,Medinex Oy,"Medinex Oy provides comprehensive healthcare solutions for both employers and employees, focusing on connecting the right healthcare professionals with the right positions. They offer a full range of services to private and public healthcare sectors, emphasizing quality, trust, growth, and openness in their operations. The company aims to support the professional development of its staff while fostering long-term client relationships.",2,"Medinex Oy directly connects healthcare professionals with positions, making it highly relevant to the query for healthcare providers.",1,"Medinex connects healthcare professionals with positions rather than directly providing healthcare services, making it a healthcare staffing/recruitment company rather than a healthcare provider.",1
2,healthcare providers,ozelhastaneler.org.tr,Özel Hastaneler Platformu Derneği,"The Private Hospitals Platform Association (Özel Hastaneler Platformu Derneği) is an organization dedicated to protecting and advancing the rights and interests of healthcare providers and their employees. It aims to foster solidarity and unity among healthcare businesses, advocating for their collective welfare within the sector. The association also engages in industry analysis, legal updates, and events to support its members.",2,The organization directly represents healthcare providers and advocates for their interests.,1,The organization advocates for healthcare providers but is an industry association rather than a direct provider of healthcare services itself.,1
2,healthcare providers,klientpro.cz,"KlientPRO, s.r.o.","KlientPRO is a Czech company specializing in the development, implementation, and administration of integrated managed healthcare systems. They aim to increase the efficiency and quality of healthcare services by creating networks of preferred providers and offering innovative products and benefits to insurance companies, providers, and patients. Since 1999, they have been a unique center for these solutions, working with health insurance companies and providers to improve healthcare delivery and patient outcomes.",2,"KlientPRO directly focuses on managed healthcare systems and improving healthcare services, making it highly relevant to the query.",1,KlientPRO works with healthcare providers and networks but is primarily a healthcare systems management company rather than a healthcare provider itself.,1
2,healthcare providers,providercompliance.com,NPCC,"NPCC provides continuing education and training for healthcare providers, aiming to improve the healthcare climate by ensuring providers are compensated fairly and on time. They offer courses, educational tools, and specific conferences to help providers navigate required changes and updates. Their mission is to deliver high-quality, affordable continuing education.",2,NPCC directly supports healthcare providers through education and training.,1,"NPCC serves healthcare providers through education and training rather than being a healthcare provider itself, making it related but not a direct match for a search about healthcare providers.",1
2,healthcare providers,quiddityhealth.com,Quiddity Health Ltd,"Quiddity Health Ltd connects healthcare providers with innovative digital health solutions to foster sustainable, patient-centric healthcare systems. They aim to help providers identify the best digital tools for their needs and assist innovators in reaching the healthcare market. The company champions responsible business practices for the benefit of people and the planet.",2,"The company directly connects healthcare providers with digital health solutions, making it highly relevant to the query.",1,"Quiddity Health works with healthcare providers but is a digital health solutions connector/intermediary rather than a healthcare provider itself, making it partially relevant to the search.",SKIP
2,healthcare providers,pnl.de,Verein im Labertal,"The Verein im Labertal is an association of healthcare providers in the Labertal region of Bavaria, Germany. It brings together medical practitioners from various specializations, clinics, pharmacies, and other healthcare service providers. The organization aims to foster collaboration and improve healthcare services within its geographical area.",2,"The company is an association of healthcare providers, directly matching the search query.",1,"The company is an association of healthcare providers rather than a healthcare provider itself, making it related but not a direct match for the search query.",1
2,healthcare providers,praxisnetz-labertal.de,Verein im Labertal,"The Verein im Labertal is an association of healthcare providers in the Labertal region of Bavaria, Germany. It brings together medical practitioners from various specializations, clinics, pharmacies, and other healthcare service providers. The organization aims to foster collaboration and improve healthcare services within its geographical area.",2,"The company is an association of healthcare providers, directly matching the search query.",1,"The company is an association of healthcare providers rather than a provider itself, making it related but not a direct match for the search query.",1
2,healthcare providers,bethelhealth.org,Bethel Health Services,"Bethel Health Services is a healthcare staffing and placement agency established in 1997. They specialize in connecting high-quality medical professionals across various specialties, including physicians, mid-level providers, local and travel nurses, and mental health professionals, with healthcare facilities. Their mission is to facilitate patient care by providing dedicated healthcare providers.",2,"Bethel Health Services directly connects healthcare providers with facilities, making it highly relevant to the query.",1,"Bethel Health Services connects healthcare providers to facilities rather than being a direct healthcare provider themselves, making it related but not a strong direct match for a search about healthcare providers.",SKIP
2,healthcare providers,catsburgconsultancy.nl,Catsburg Consultancy,"Catsburg Consultancy offers advice and support to healthcare providers and institutions. Their services focus on developing and executing internal controls, managing healthcare insurance claim audits, implementing new regulations, and setting up management information systems. The primary goal is to help healthcare organizations prevent complex audits by insurers or demonstrate the efficiency and appropriateness of their provided care, thereby saving time and money for both providers and insurers.",2,The company directly supports healthcare providers with relevant consulting services.,1,"The company serves healthcare providers but is a consultancy offering support services rather than being a healthcare provider itself, making it related but not a direct match for a search about healthcare providers.",1
2,healthcare providers,sionsberg.nl,Sionsberg,"Sionsberg is a healthcare facility that hosts various healthcare providers. The website serves as a directory, allowing users to click on logos to access the individual websites of the healthcare providers located within Sionsberg. It acts as a central point for information about the medical services available at this location.",2,"Sionsberg directly hosts various healthcare providers, making it a strong match for the query.",1,"Sionsberg hosts healthcare providers but is primarily a facility/directory rather than a healthcare provider itself, making it a related but not direct match for the query.",1
2,healthcare providers,desionsberg.nl,Sionsberg,"Sionsberg is a healthcare facility that hosts various healthcare providers. The website serves as a directory, allowing users to click on logos to access the individual websites of the healthcare providers located within Sionsberg. It acts as a central point for information about the medical services available at this location.",2,"Sionsberg directly hosts various healthcare providers, making it a strong match for the query.",1,"Sionsberg hosts healthcare providers but is itself a facility/directory rather than a provider, making it a related but not direct match for 'healthcare providers'",1
2,healthcare providers,provider1st.com,Provider1st,"Provider1st is a company dedicated to helping healthcare providers increase revenue and reduce administrative burdens, thereby improving patient care. They offer services such as Release of Information (ROI) management, provider education and advocacy, and health plan incentive optimization. Their mission is to enable providers to thrive by driving better patient experiences and ensuring industry-standard compliance.",2,Provider1st directly supports healthcare providers with services aimed at improving their operations and patient care.,1,"Provider1st serves healthcare providers with specialized services rather than being a healthcare provider itself, making it related but not a direct match for a search about healthcare providers.",1
2,healthcare providers,provider-resources.com,"Provider Resources, LLC (PRI)","Provider Resources, LLC (PRI) is a company dedicated to improving healthcare through health equity, compliance, and innovative solutions. They offer clinical, educational, data analytic, creative, and system solutions, working with clients to enhance health outcomes for patients, caregivers, and providers. PRI focuses on integrity and quality in healthcare, leveraging cross-functional teams and evidence-based education to drive successful outcomes and promote health equity.",2,"The company directly focuses on improving healthcare, making it a strong match for the query 'healthcare providers'.",1,"PRI is a healthcare solutions company that works with providers, but is not itself a healthcare provider offering direct clinical services to patients.",1
2,healthcare providers,teacoprovidernetwork.com,TEACO Provider Network,"TEACO Provider Network, also known as TEACO Health, is an organization focused on empowering healthcare providers to transition to a value-based care model. They aim to improve patient experience, population health, and reduce healthcare costs by supporting providers in proactive chronic condition management, prompt acute care, adherence to evidence-based standards, elimination of unnecessary services, and participation in care coordination and quality improvement programs. Their mission is to enhance the healthcare delivery experience for both providers and patients while decreasing administrative burdens.",2,TEACO Provider Network directly supports healthcare providers in improving care delivery and management.,1,"The company supports healthcare providers and operates within the healthcare sector, but it is a provider network/intermediary organization rather than a healthcare provider itself, making it partially relevant to the query.",SKIP
2,healthcare providers,bautistamedicalgroup.com,Bautista Medical Group,"Founded in 1991, Bautista Medical Group specializes in contracting top-tier healthcare providers to clinics in California's Central Valley. They focus on selecting reliable, competent, and trustworthy professionals to ensure exceptional patient care. The company aims to foster partnerships that prioritize patient well-being and clinical excellence, and is committed to continuous growth and enhancing healthcare delivery.",2,"The company directly specializes in contracting healthcare providers, making it a strong match for the query.",1,"The company contracts and provides healthcare providers to clinics, making it related to healthcare providers but functioning as an intermediary/staffing service rather than being healthcare providers themselves.",1
2,healthcare providers,statcareks.com,StatCare,"StatCare is a healthcare staffing company founded in 2017 by experienced emergency department providers. They specialize in providing experienced Nurse Practitioners, Physician Assistants, and Physicians to small hospitals at an affordable cost. Their mission is to support the sustainability of small community hospitals by offering reliable and skilled healthcare professionals, primarily for emergency departments but also for clinics and inpatient rounds.",1,"StatCare is related to healthcare providers as a staffing company, but it does not directly provide healthcare services itself.",2,"StatCare directly provides healthcare providers (Nurse Practitioners, Physician Assistants, and Physicians) to healthcare facilities, making it a strong direct match for the search query.",1
2,healthcare providers,uniqueprofessionals.co.uk,Unique Healthcare Professionals,"Unique Healthcare Professionals provides highly qualified healthcare professionals to hospitals and care homes. They focus on offering tailored and dedicated services to both NHS and private clients. The company emphasizes assembling experienced caregivers passionate about delivering the highest quality resident care, including assistance with bathing, grooming, and mobility.",2,"The company directly provides healthcare professionals, making it a strong match for the query.",1,"The company supplies healthcare professionals rather than being a provider of healthcare services itself, making it a related but indirect match to the search query.",1
2,healthcare providers,providerservicesofamerica.com,"Provider Services of America, Inc.","Provider Services of America (PSA) offers innovative healthcare solutions to physician practices, networks, and other healthcare entities. They provide access to discounted programs, products, and services aimed at increasing profitability, reducing costs, and improving efficiencies. PSA also assists practices in developing new revenue streams from underutilized resources.",2,"The company directly provides services and solutions to healthcare providers, making it a strong match for the query.",1,"The company provides services to healthcare providers rather than being a healthcare provider itself, making it related but not a direct match for the search query.",1
2,healthcare providers,careisma.se,Careisma,"Careisma is a staffing and recruitment company specializing in healthcare professionals, primarily doctors and nurses. They focus on providing efficient, experienced, and reliable healthcare personnel to public, municipal, and private healthcare providers. The company aims to offer flexibility, competitive salaries, and personal support to its consultants while ensuring quality and trust in their services.",2,"Careisma directly provides staffing solutions for healthcare providers, making it a strong match for the query.",1,"Careisma is a staffing company that serves healthcare providers rather than being a healthcare provider itself, making it related but not a direct match for the search query.",1
2,healthcare providers,premierhealthcare.net,Premier Healthcare Network,"Premier Healthcare Network is a group of medical professionals and healthcare industry experts providing health consultation and support to healthcare systems. They offer services such as staff and clinical management, technical support, and HR solutions to walk-in clinics, family practices, and specialty providers. The company operates internationally, managing laboratory services in Sri Lanka and providing remote technical and customer support for electronic medical records and software/equipment supply in Hungary.",1,The company provides support services to healthcare providers but is not a direct provider of healthcare services itself.,2,"Premier Healthcare Network directly provides services to healthcare providers including clinics, family practices, and specialty providers, making it a strong match for the search query.",SKIP
3,AI startups in Berlin,ki-berlin.de,#ai_berlin hub,"The #ai_berlin hub is an initiative focused on fostering the artificial intelligence ecosystem in Berlin. It acts as a platform connecting research institutions, startups, and established companies to promote collaboration and innovation in AI. The hub aims to accelerate the development and scaling of AI solutions, emphasizing responsible and people-centered technology, and positioning Berlin as a leading global AI location.",2,The #ai_berlin hub directly supports AI startups in Berlin by fostering collaboration and innovation.,1,The hub connects AI startups in Berlin but is itself an initiative/platform rather than an AI startup company.,1
3,AI startups in Berlin,legaltechverband.de,Legal Tech Verband Deutschland e.V.,"The Legal Tech Verband Deutschland e.V. is the central network for Legal Tech in Germany, connecting companies, law firms, startups, and policymakers. It actively shapes the digital framework of the legal market, focusing on promoting digital business models and solutions. The organization advocates for API standards, AI regulation, and advancements in legal education.",1,The company is related to AI and startups but focuses specifically on the legal tech sector in Germany.,0,"This is an industry association/network organization focused on legal tech in Germany, not an AI startup based in Berlin.",0
3,AI startups in Berlin,ffl-berlin.de,"Frank, Follert und Loczenski GmbH","Frank, Follert und Loczenski GmbH is a tax advisory firm based in Berlin, Germany, offering comprehensive services in tax declaration, accounting, and business consulting. They specialize in supporting entrepreneurs, freelancers, companies, associations, and foundations, leveraging digital workflows and AI-powered tools for efficient and modern client service. Their mission is to provide expert, forward-looking tax and business advice to help clients navigate complex financial requirements and achieve their goals.",1,"The company uses AI-powered tools but is primarily a tax advisory firm, not an AI startup.",0,"This is a tax advisory and accounting firm, not an AI startup; while it uses AI tools, it is not itself an AI startup company.",0
3,AI startups in Berlin,zipseoffice.com,Zipseoffice GmbH,"Zipseoffice GmbH is a consulting firm specializing in finance and accounting services for startups. They offer hands-on, reliable, and digital solutions to help founders focus on their core business. In collaboration with the Steuerkanzlei Zipse, they provide comprehensive financial support tailored to the needs of new businesses.",1,"The company supports startups with financial services, but it is not specifically an AI startup.",0,"This is a finance consulting firm for startups, not an AI startup, and there is no indication it is located in Berlin or operates in the AI sector.",0
3,AI startups in Berlin,steuerberater-berlin.de,Dr. Georgi Steuerberatungsgesellschaft mbH Wirtschaftsprüfungsgesellschaft,"This is a tax advisory and auditing firm based in Berlin, Germany, specializing in tax and business consulting for companies, entrepreneurs, freelancers, and startups. They offer services including financial accounting, payroll accounting, annual financial statements, and tax declarations, with a focus on digital processes and supporting international clients. The firm emphasizes building strong client relationships and adapting to the evolving business landscape.",1,The company provides services to startups but is not an AI startup itself.,0,"This is a tax advisory and auditing firm, not an AI startup, and does not match the search intent for artificial intelligence companies.",0
3,AI startups in Berlin,steuerplanung.net,Dr. Georgi Steuerberatungsgesellschaft mbH Wirtschaftsprüfungsgesellschaft,"This is a tax advisory and auditing firm based in Berlin, Germany, specializing in tax and business consulting for companies, entrepreneurs, freelancers, and startups. They offer services including financial accounting, payroll accounting, annual financial statements, and tax declarations, with a focus on digital processes and supporting international clients. The firm emphasizes building strong client relationships and adapting to the evolving business landscape.",1,The company provides services to startups but is not an AI startup itself.,0,"This is a tax advisory and auditing firm, not an AI startup, and does not match the search intent for artificial intelligence companies.",0
3,AI startups in Berlin,slay.cool,Born,"Born is a technology company focused on developing AI-powered virtual friends that grow, evolve, and connect with users like humans. They aim to create digital companions that feel real, addressing loneliness and enhancing social connections. The company has a track record of launching successful consumer social apps and is backed by notable investors and industry figures.",1,"Born is an AI company based in Germany, but it focuses on virtual companions rather than being a startup specifically in Berlin.",2,Born is an AI-focused technology startup based in Germany that directly matches both key criteria of the search query.,SKIP
3,AI startups in Berlin,compaile.com,AI Factory,"AI Factory is an IT startup founded in 2018 that specializes in developing tangible AI solutions to solve real-world problems. They work closely with customers to create operational solutions, offering field-tested modules in data integration, interpretation, and processing. The company focuses on creating secure, scalable, and efficient AI-driven products, serving clients ranging from German government agencies to industrial and IT companies.",1,"AI Factory is an IT startup in Germany focusing on AI solutions, but the query specifically asks for startups in Berlin.",2,"AI Factory is a German AI startup that directly matches both key query criteria: it's an AI-focused startup located in Germany, with a clear specialization in developing AI solutions.",1
3,AI startups in Berlin,how.do,HowDo,"HowDo is an AI startup mentor that provides free access to innovation frameworks and AI-ready playbooks, originally developed by a startup that focused on ethically-sourced, attributed data for AI. The platform offers masterclasses, tools, and resources on topics like mindset, planning, product management, and team building, aiming to help innovators and enterprises accelerate growth and drive transformation. The archive contains research from their previous AI startup venture.",1,"HowDo is an AI startup mentor, which is related to AI startups but not a startup itself.",2,"HowDo is an AI startup based in Germany (Berlin region) that directly supports AI startups through mentorship and resources, making it a strong match for the query.",SKIP
3,AI startups in Berlin,maibro.de,mAIbros,"mAIbros is a German startup offering 'AI employees' or 'AI bros' that operate locally within a company's IT infrastructure, ensuring data security and privacy. These digital employees are powered by Generative AI models and can perform various tasks through chat, voice, or video interfaces, acting as integrated team members. The company positions itself as a staffing agency for digital talent, focusing on secure, offline AI solutions for businesses.",1,"mAIbros is related to AI and operates in Germany, but it is not specifically focused on being a startup in Berlin.",2,"mAIbros is a German AI startup based in Berlin's market, directly matching both the AI and Berlin startup criteria of the search query.",SKIP
3,AI startups in Berlin,wethaplug.com,AI Startups,"AI Startups is a platform providing resources, advice, and guides for individuals and teams looking to launch and grow businesses focused on artificial intelligence technologies. It offers insights into identifying problems, market research, team building, product development (MVP), user testing, investor pitching, and scaling operations within the AI sector. The website aims to be a comprehensive guide for aspiring entrepreneurs in the rapidly evolving AI startup landscape.",0,The company is based in the United States and does not specifically focus on AI startups in Berlin.,1,"The company provides AI startup resources and guidance but is US-based and not itself a Berlin-based AI startup, making it partially relevant to a location-specific search query.",0
4,renewable energy companies in Germany,bee-ev.de,Bundesverband Erneuerbare Energie e.V. (BEE),"The Bundesverband Erneuerbare Energie e.V. (BEE) is the German federal association for renewable energies. It represents associations, regional organizations, companies, and individuals involved in all sectors and applications of renewable energy in Germany. The BEE acts as a central platform for the modern energy industry, advocating for 100% renewable energy in electricity, heat, and mobility to policymakers, media, and the public.",2,"The BEE is a key organization representing renewable energy companies in Germany, making it highly relevant to the query.",1,"BEE is a trade association representing renewable energy companies rather than an operating company in the sector itself, making it related but not a direct match for companies actively working in renewable energy.",1
