query_id,query,domain,name,organization_type,country,summary,kerem_manav_label,marmee_label,gemini_label,sonnet5_label,llm_label,llm_agreement
1,software companies,wssllp.in,Watave Software Solutions LLP,Company,India,"Watave Software Solutions LLP is a software development company offering cutting-edge solutions in Machine Learning, ERP systems, Quality Assurance, and Engineering Services. They specialize in custom classifiers, text processing, automated regression tests, intelligent servers, and various ERP modules like inventory management and CRM. The company aims to provide high-performance software products and services to multinational clients, enhancing productivity and data analysis.",2,2,2,2,2.0,unanimous
1,software companies,websoft.gr,WebSOFT,Company,Greece,"WebSOFT is a technology company that provides integrated software solutions for various retail sectors, including hospitality, food service, and fuel stations. Their offerings include cloud-based management systems, electronic shelf labels, and automation tools designed to enhance operational efficiency and customer experience. The company focuses on delivering innovative, user-friendly, and reliable software tailored to the specific needs of businesses in the intensive retail market.",2,2,2,2,2.0,unanimous
1,software companies,shivammedisoft.com,NeoSoft,Company,India,"NeoSoft is a technology company specializing in advanced Hospital Management Software (HMS) and AI-powered healthcare solutions. Their flagship product, NeoSoft HMS, aims to simplify hospital operations through intelligent automation, improving efficiency, reducing errors, and enhancing patient care. The company also offers AI assistants for healthcare professionals and financial management tools to optimize hospital revenue and reduce costs.",2,2,2,2,2.0,unanimous
1,software companies,software-bakery.com,Software-Bakery GmbH,Company,Germany,"Software-Bakery GmbH is a software development company based in Bavaria, Germany, specializing in custom individual software solutions. Their primary goal is to support client success by creating applications that provide new opportunities and enable users to achieve desired results efficiently. They focus on web applications, leveraging over 10 years of experience to deliver tailored software that enhances collaboration and accessibility.",2,2,2,2,2.0,unanimous
1,software companies,saleslogix.com,Infor,Company,United States,"Infor is a global leader in providing enterprise software solutions, specializing in cloud-based applications for various industries including distribution, manufacturing, and services. Their offerings encompass Enterprise Resource Planning (ERP), Supply Chain Management (SCM), Human Capital Management (HCM), and Customer Relationship Management (CRM) systems, designed to enhance operational efficiency and drive business growth. Infor focuses on delivering industry-specific cloud suites powered by AI and advanced analytics to help businesses transform their operations.",2,2,2,2,2.0,unanimous
1,software companies,inventorsoft.company,Inventorsoft,Company,United States,"Inventorsoft provides enterprise-scale inventory optimization software with a core focus on maximizing profit. Their solution offers comprehensive financial modeling, demand forecasting, and automated replenishment strategies for retail, distribution, and manufacturing industries. The software aims to help businesses of all sizes improve efficiency, reduce working capital, and increase sales by making data-driven, profit-oriented decisions.",2,2,2,2,2.0,unanimous
1,software companies,agrisoftllc.com,"AgriSoft, LLC",Company,United States,"AgriSoft provides advanced software solutions for the agriculture industry, focusing on data-driven decision-making, precision farming, and sustainable resource management. Their services include precision farming solutions, farm management software, livestock management tools, and AgriTech consultancy. They aim to empower farms and agribusinesses worldwide to optimize operations, boost productivity, and enhance efficiency through cutting-edge technology.",2,1,2,2,2.0,unanimous
1,software companies,saasebc.com,金蝶软件 (Kingdee Software),Company,China,"Kingdee Software is a leading provider of enterprise resource planning (ERP) and cloud-based business management solutions in China. They offer a comprehensive suite of products including Kingdee Cloud Star, Kingdee Cloud Sky, and Kingdee Cloud Cangqiong, catering to small, medium, and large enterprises. Their mission is to help businesses achieve digital transformation and high-value management through digital drivers, covering areas like finance, supply chain, HR, and manufacturing.",2,2,2,2,2.0,unanimous
1,software companies,insoftware.com.au,InSoftware Pty Ltd,Company,Australia,"InSoftware Pty Ltd provides custom enterprise software applications and technology solutions designed to support real-time business decisions. They specialize in cloud-based systems, offering custom solutions with a 99.9% SLA for guaranteed uptime and rapid deployment processes. The company focuses on data intelligence and real-time performance to help businesses across various industries make better-informed management decisions.",2,2,2,2,2.0,unanimous
1,software companies,processproerp.com,Aptean,Company,United States,"Aptean is a global provider of mission-critical enterprise software solutions tailored to specific industry needs. They offer a range of products including ERP, TMS, PLM, and EAM systems designed to help businesses manage operations and prepare for future challenges. With a significant customer base and high support satisfaction, Aptean focuses on delivering industry-specific software to diverse markets.",2,2,2,2,2.0,unanimous
1,software companies,southware.com,Aptean,Company,United States,"Aptean is a global provider of mission-critical enterprise software solutions tailored to specific industry needs. They offer a range of products including ERP, TMS, PLM, and EAM systems designed to help businesses manage operations and prepare for future challenges. With a significant customer base and high support satisfaction, Aptean focuses on delivering industry-specific software to diverse markets.",2,2,2,2,2.0,unanimous
1,software companies,apsglobal.co.uk,IRIS Software Group,Company,United Kingdom,"IRIS Software Group is a leading provider of accountancy, HR, and payroll software and services for businesses and educational institutions. They offer integrated cloud solutions, practice management tools, and outsourced services to streamline operations and ensure compliance. Their mission is to simplify complexity for their customers, enabling them to focus on growth and core business functions.",1,2,2,2,2.0,unanimous
1,software companies,beckconsulting.com,Aptean,Company,United States,"Aptean is a global provider of mission-critical enterprise software solutions tailored to specific industry needs. They offer a range of products including ERP, TMS, PLM, and EAM systems designed to help businesses manage operations and prepare for future challenges. With a significant customer base and high support satisfaction, Aptean focuses on delivering industry-specific software to diverse markets.",2,2,2,2,2.0,unanimous
1,software companies,salesmantra.com,FSL Software Technologies Ltd.,Company,India,"FSL Software Technologies Ltd. is a software products and services company that has been operating for over 25 years, as part of the 40-year-old FSL group. They offer end-to-end software solutions, primarily focusing on their Sales Mantra CRM product, which aims to optimize sales processes, lead generation, and customer relationship management for various industries. Their mission is to be a global IT company providing value-driven solutions for the new economy.",2,2,2,2,2.0,unanimous
1,software companies,trilobyte.de,Trilobyte Software Engineering GmbH,Company,Germany,"Trilobyte Software Engineering GmbH is a software development company based in Berlin, Germany, with over 10 years of experience since 2006. They specialize in creating custom software solutions using modern technologies and frameworks for small to medium-sized businesses, startups, and large technology firms. Their services include backend development, frontend development, mobile app development (Android and iOS), and DevOps implementation, serving clients nationwide and internationally.",2,2,2,2,2.0,unanimous
1,software companies,arcos-software.de,arcos software solutions GmbH,Company,Germany,"arcos software solutions GmbH is a German company specializing in software solutions. They offer products and services through their online shop, with support available via email and phone. The company is registered in Munich and operates under German commercial law.",2,2,2,2,2.0,unanimous
1,software companies,trilobyte-se.de,Trilobyte Software Engineering GmbH,Company,Germany,"Trilobyte Software Engineering GmbH is a software development company based in Berlin, Germany, with over 10 years of experience since 2006. They specialize in creating custom software solutions using modern technologies and frameworks for small to medium-sized businesses, startups, and large technology firms. Their services include backend development, frontend development, mobile app development (Android and iOS), and DevOps implementation, serving clients nationwide and internationally.",2,2,2,2,2.0,unanimous
1,software companies,faxhozer.co.il,"Upland Software, Inc.",Company,Israel,"Upland Software, Inc. is a provider of cloud-based enterprise software solutions, offering a suite of products designed to automate business processes, enhance customer engagement, and improve operational efficiency. Their offerings span various categories including contact center solutions, content lifecycle automation, digital marketing, IT and supply chain management, knowledge management, project management, and sales productivity tools. Upland aims to help businesses of all sizes optimize their operations and achieve strategic goals through its comprehensive software portfolio.",2,2,2,2,2.0,unanimous
1,software companies,sap.ch,SAP SE,Company,Switzerland,"SAP SE is a multinational software corporation that makes enterprise software to manage business operations and customer relations. The company is known for its enterprise resource planning (ERP) software, which integrates various business functions like finance, HR, manufacturing, and supply chain management. SAP's offerings include cloud ERP, financial management, supply chain management, human capital management, customer experience solutions, and a business technology platform, all increasingly incorporating Artificial Intelligence (AI) to enhance business processes and drive innovation for companies of all sizes.",2,2,2,2,2.0,unanimous
1,software companies,animo-bg.com,Animo Software Ltd,Company,Belgium,"Animo Software Ltd is a Bulgarian company that has been providing digital transformation solutions for over 30 years. They specialize in developing and implementing comprehensive, adaptable software systems for businesses and institutions, focusing on ERP, Warehouse Management Systems (WMS), Fleet Management Systems (FMS), Facility Management Systems, and B2B platforms. Their mission is to act as a reliable partner in driving business success through tailored software solutions that meet modern standards.",2,2,2,2,2.0,unanimous
1,software companies,exerve.com,Aptean,Company,United States,"Aptean is a global provider of mission-critical enterprise software solutions tailored to specific industry needs. They offer a range of products including ERP, TMS, PLM, and EAM systems designed to help businesses manage operations and prepare for future challenges. With a significant customer base and high support satisfaction, Aptean focuses on delivering industry-specific software to diverse markets.",2,2,2,2,2.0,unanimous
1,software companies,swscm.com,"胜维软件有限公司 (Senway Software Co., Ltd.)",Company,China,"Senway Software Co., Ltd. is a company that provides management software solutions, focusing on ERP systems for manufacturing and distribution businesses. Their offerings include modules for procurement, sales, inventory, production planning, financial management, and retail. The company's mission is to drive management value and success for clients by implementing software that standardizes business processes and adapts to evolving needs.",2,2,2,2,2.0,unanimous
1,software companies,empline.com,Empline,Company,United States,"Empline is an enterprise software company that develops solutions to power business innovation. They specialize in building software for various domains, including eCommerce platforms, CRM systems, inventory management, and change monitoring. Their mission is to provide tools that drive modern businesses forward and enable them to operate more efficiently.",2,2,2,2,2.0,unanimous
1,software companies,payglobal.com,MYOB,Company,New Zealand,"MYOB is a software company that provides a range of business management solutions, including accounting, payroll, inventory, and ERP systems. They cater to various business sizes, from sole operators to large enterprises, and offer industry-specific solutions for sectors like manufacturing, construction, and non-profits. MYOB aims to simplify business operations and enhance productivity through its cloud-based and integrated software offerings.",2,2,2,2,2.0,unanimous
1,software companies,greatsoft.com.au,MYOB,Company,Australia,"MYOB is a software company that provides accounting, payroll, and practice management solutions for sole operators, small businesses, medium and large businesses, and accountants. Their offerings include cloud-based software for invoicing, tax management, inventory, and financial reporting, aiming to improve efficiency and profitability for their clients. MYOB also offers ERP software for larger enterprises and a comprehensive partner program for accounting professionals.",2,2,2,2,2.0,unanimous
1,software companies,visioncomm.com,"Software Projects, Inc.",Company,United States,"Software Projects, Inc. (SPI) is a full-service Information Technology consulting firm established in 1987. They offer a wide range of software and hardware solutions tailored to the needs and resources of both small and large, local and international clients. SPI operates as the parent company of VisionComm Software & Services.",1,2,2,2,2.0,unanimous
1,software companies,unit4.fr,Unit4,Company,France,"Unit4 is a global software company specializing in enterprise resource planning (ERP), financial planning and analysis (FP&A), human capital management (HCM), and procurement solutions. They focus on providing cloud-based software designed for service-centric organizations, aiming to simplify processes, improve collaboration, and enhance employee experience through AI-driven platforms. Unit4 serves various sectors including professional services, public sector, and non-profit organizations.",2,2,2,2,2.0,unanimous
1,software companies,starcons.ch,SAP SE,Company,Switzerland,"SAP SE is a multinational software corporation that makes enterprise software to manage business operations and customer relations. The company is known for its enterprise resource planning (ERP) software, which integrates various business functions like finance, HR, manufacturing, and supply chain management. SAP's offerings include cloud ERP, financial management, supply chain management, human capital management, customer experience solutions, and a business technology platform, all increasingly incorporating Artificial Intelligence (AI) to enhance business processes and drive innovation for companies of all sizes.",2,2,2,2,2.0,unanimous
1,software companies,genevasoftware.com,"Geneva Software Company, Inc.",Company,United States,"Geneva Software Company, Inc. specializes in providing the Quantum suite of accounting, distribution, and manufacturing software modules. They focus on integrating Quantum with various external state, county, and corporate solutions to facilitate information flow. Their mission is to help clients maximize technology investments through efficient software use, offering tailored solutions for specific interface and financial reporting needs.",2,2,2,2,2.0,unanimous
1,software companies,handisoft.com.au,The Access Group,Company,Australia,"The Access Group is a software and services company that provides a comprehensive suite of business solutions for various industries, with a strong focus on accounting practices. Their offerings include ERP, CRM, payroll, HR, finance, and recruitment software, alongside professional services and support. The company aims to empower organizations to thrive and grow through integrated and intelligent technology.",2,2,2,2,2.0,unanimous
1,software companies,ascent-soft.ro,Ascent Soft,Company,Romania,"Ascent Soft is a Romanian company with over 20 years of experience in developing business solutions. They offer a suite of integrated software products, including TMS, WMS, Order Management, Inventory Management, CRM, and Accounting & Payroll systems. Their mission is to enhance business competitiveness through innovative software solutions, positioning themselves as experts in adapting to various business challenges.",2,2,2,2,2.0,unanimous
1,software companies,arthur-ashton.com,iMothership,Company,Cyprus,"iMothership is a company that specializes in scaling software businesses, particularly SaaS and eCommerce platforms. They focus on helping businesses build profitable customer service platforms and achieve significant growth, having experience in scaling software businesses to tens of millions in GMV. The company values product-led teams and aims to help clients achieve a loved product, a growing customer base, and a profitable business.",1,2,1,1,1.0,unanimous
1,software companies,upstre.am,Upstream – Agile GmbH,Company,Germany,"Upstream – Agile GmbH is a software development company that has transitioned to focus exclusively on its flagship product, Cobot. Cobot is management software designed for coworking spaces and flexible offices, aiming to streamline operations for these modern workspaces. The company is based in Berlin, Germany, and operates within the software and technology sector.",2,1,2,2,2.0,unanimous
1,software companies,tooner.cn,同尔软件 (Toonersoft),Company,China,"Toonersoft is a software company specializing in Enterprise Resource Planning (ERP) solutions for manufacturing and trading businesses. Their software offers features for real-time order and production tracking, inventory management, automated document generation, financial analysis, and remote access. The company aims to improve operational efficiency and reduce workload for management through its comprehensive system.",2,2,2,2,2.0,unanimous
1,software companies,cial.com.br,SOFTWARES INTELIGENTES,Company,United States,"SOFTWARES INTELIGENTES offers integrated software solutions for accounting, export, management, and commerce. Their core product suite includes modules for accounting routines, export documentation generation (SPED Efd, SPED Fiscal, ECF, etc.), business process management, and commercial operations. The company emphasizes the full integration of its software, providing technical support and solutions for SPED compliance and digital certificates.",2,2,2,2,2.0,unanimous
1,software companies,sunsmart.co.in,SunSmart Technologies,Company,India,"SunSmart is a multinational software corporation specializing in AI-powered, cloud-native enterprise solutions. They offer a range of products including CRM, DMS, HRMS, and asset management systems, alongside consulting services in application development and cloud migration. The company focuses on transforming businesses through intelligent automation, analytics, and scalable technology ecosystems, serving diverse industries globally.",2,2,2,2,2.0,unanimous
1,software companies,bestsoftware.com,Sage,Company,United States,"Sage is a global company that provides accounting, financial, and enterprise resource planning (ERP) software solutions. They offer a range of products tailored for small businesses, mid-sized businesses, and large enterprises, including cloud-based financial management, HR, payroll, and operational tools. Sage aims to help businesses streamline operations, automate tasks, and gain real-time insights to drive growth and profitability.",2,2,2,2,2.0,unanimous
1,software companies,covisa.de,Covisa Software Services GmbH,Company,Germany,"Covisa Software Services GmbH is a German company specializing in the development of AI-powered enterprise software solutions. They focus on high-quality, secure, and compliant software for various sectors including healthcare, public administration, and industry. Their offerings include AI agents, document management systems, and citizen-facing apps, alongside consulting, development, and support services.",2,2,2,2,2.0,unanimous
1,software companies,innuendo.de,Innuendo Software Technology GmbH,Company,Germany,"Innuendo Software Technology GmbH is a company that offers software technology solutions. The website welcomes visitors and encourages them to explore their offerings, suggesting they have a range of products or services available. The company operates within the software and technology sector.",2,2,2,2,2.0,unanimous
1,software companies,shcrwl.com,上海澄软网络科技有限公司,Company,China,"Shanghai Chengruan Network Technology Co., Ltd. is a leading enterprise-level genuine software sales and service platform in China. They provide comprehensive software solutions for businesses, including software products, technical solutions, training, and maintenance services, covering system and security aspects. The company aims to be a world-leading professional provider of enterprise genuine software, leveraging its technical experience and strong partnerships with global software vendors.",1,2,2,2,2.0,unanimous
1,software companies,jbsoft.com.br,JB Software,Company,Brazil,"JB Software is a Brazilian company that develops and provides integrated accounting, fiscal, and business management software solutions. Their core offerings aim to simplify accounting routines and ensure compliance with complex tax and legal regulations. The company serves a wide range of clients, including accounting firms and businesses, by offering innovative tools and dedicated support to enhance efficiency and decision-making.",2,1,2,2,2.0,unanimous
1,software companies,hua-mi.cn,华米软件网 (Huami Software Network),Company,China,"Huami Software Network is a Chinese website that provides rankings and information about enterprise management software. It features lists of ERP, CRM, inventory management, and other business software solutions, along with brand rankings and industry news. The site aims to help businesses find and select appropriate software for their needs.",1,0,1,1,1.0,unanimous
1,software companies,namasoft.com,Namasoft,Company,Egypt,"Namasoft is a software house specializing in developing and supporting software solutions for medium and small enterprises. They offer a comprehensive suite of integrated systems including ERP, financial management, manufacturing, human resources, real estate, hospital management, and project management systems. Their goal is to improve productivity and reduce errors for their clients, enhancing overall customer satisfaction.",2,2,2,2,2.0,unanimous
1,software companies,bridgehead-europe.com,IRIS Software Group,Company,United Kingdom,"IRIS Software Group is a leading provider of accountancy, HR, and payroll software and services for businesses and educational institutions. They offer integrated cloud-based solutions designed to streamline operations, ensure compliance, and improve efficiency. Their mission is to simplify complex business processes through innovative technology and expert support, serving a wide range of industries and company sizes.",1,2,2,2,2.0,unanimous
1,software companies,adiumsoft.hu,AdiumSoft,Company,Hungary,"AdiumSoft is a software development company specializing in creating custom retail solutions and platforms, including their flagship ADS Retail Cloud. They focus on data-driven, scalable, and human-centered technology to improve retail operations, from daily tasks to business analysis. The company offers a comprehensive service portfolio, encompassing system development, localization of foreign systems, enterprise solutions, and hardware support, aiming to build the future of commerce.",2,2,2,2,2.0,unanimous
1,software companies,mizusoft.com.br,Mizusoft,Company,Brazil,"Mizusoft is a software house specializing in developing and customizing business management systems (ERP) for growing companies. They offer comprehensive, accessible, and adaptable software solutions designed to improve business operations, provide strategic insights through Business Intelligence tools, and enhance sales, financial management, inventory control, and logistics. Their services also include IT consulting and mobile applications to support business growth and efficiency.",2,2,2,2,2.0,unanimous
1,software companies,cybertechinfo.com,The CyberTech,Company,India,"The CyberTech is a software solutions provider established in 1992, specializing in ERP and CRM software for a wide range of industries including finance, manufacturing, healthcare, retail, and education. They also offer security solutions such as mobile application security and website security. The company aims to help businesses grow by providing smart software solutions that enhance operations and client acquisition.",2,2,2,2,2.0,unanimous
1,software companies,soft2005.com,广州新页信息科技有限公司,Company,China,"Guangzhou Xinyue Information Technology Co., Ltd. is a software development company specializing in ERP, project management, inventory, warehouse management, human resources, and financial management software. They provide IT solutions for small and medium-sized enterprises and offer customized software development services. The company aims to make enterprise management simpler, more intuitive, and more efficient, having served over 75,000 businesses.",2,2,2,2,2.0,unanimous
1,software companies,xinyeerp.com,广州新页信息科技有限公司,Company,China,"Guangzhou Xinyue Information Technology Co., Ltd. is a software development company specializing in ERP, project management, inventory, warehouse management, human resources, and financial management software. They provide IT solutions for small and medium-sized enterprises and offer customized software development services. The company aims to make enterprise management simpler, more intuitive, and more efficient, having served over 75,000 businesses.",2,2,2,2,2.0,unanimous
1,software companies,stepsoft.de,STEPSOFT GmbH,Company,Germany,"STEPSOFT GmbH is an IT company specializing in ERP software solutions for industrial and trade businesses, as well as modern casinos and gaming establishments. They offer two main products, STEPbasic for general ERP needs and STEPplay for the gaming industry, both built on Microsoft technology for easy integration. The company focuses on providing tailored, flexible, and efficient software solutions to help small and medium-sized enterprises optimize their operations and drive innovation.",2,2,2,2,2.0,unanimous
1,software companies,navitas.com.my,Navitas Software Sdn. Bhd.,Company,Malaysia,"Navitas Software Sdn. Bhd. is a Malaysian software company focused on developing and marketing enterprise systems. They aim to leverage Malaysia's IT talent to create web-based business applications that scale from small to large corporations, transforming business processes for improved performance and ROI. The company builds upon the existing LAN-based applications of Multics Computer Systems (MCS).",2,2,2,2,2.0,unanimous
1,software companies,moviltechnologies.com,Movil Technologies,Company,Canada,"Movil Technologies is a client-focused software development company specializing in mobile app development, web development, and custom software solutions. They aim to help businesses achieve their digital transformation goals by turning client visions into reality. The company offers services including development and consultancy in the software sector.",2,2,2,2,2.0,unanimous
1,software companies,kingdee.hk,东莞市森蝶软件科技有限公司,Company,China,"Dongguan Sendie Software Technology Co., Ltd. is a company specializing in enterprise management software and solutions. They offer a range of products including Kingdee EAS, K/3 Cloud, K/3 WISE, and KIS series, catering to businesses of all sizes from small to large enterprises. Their solutions focus on areas like intelligent manufacturing, omnichannel marketing, financial sharing services, and management accounting, aiming to enhance business operations and digital transformation.",1,2,2,2,2.0,unanimous
1,software companies,starplc.com,IRIS Software Group,Company,United Kingdom,"IRIS Software Group provides integrated accounting, payroll, and HR software and services for accounting firms and businesses. Their offerings include practice management, document management, lease accounting, outsourced accounting, payroll processing, and human capital management solutions. They aim to simplify workflows, improve productivity, and enhance client services for their customers.",2,2,2,2,2.0,unanimous
1,software companies,softwaregb.it,GBsoftware S.p.A.,Company,Italy,"GBsoftware is an Italian software house that develops and provides integrated software solutions for accounting firms, tax advisors, labor consultants, and legal auditors. Their offerings include accounting, billing, payroll, legal review, and business management software, alongside AI-powered tools and extensive training resources. The company emphasizes direct customer relationships, timely support, and web/cloud-based collaborative environments to enhance productivity for professionals and businesses.",2,2,2,2,2.0,unanimous
1,software companies,intersoftsystems.com,"Intersoft Systems, Inc.",Company,United States,"Intersoft Systems, Inc. has been providing accounting and management software solutions since 1982, specializing in ERP systems tailored for various industries including construction, general business, franchises, and public accounting. Their offerings focus on streamlining financial management, job costing, payroll, and CRM, emphasizing flexibility, integration, and ease of reporting. With over 40 years of experience, Intersoft aims to empower businesses by delivering robust, client-centered software solutions.",2,2,2,2,2.0,unanimous
1,software companies,optika.com,Oracle,Company,United States,"Oracle is a multinational technology corporation that specializes in database software and technology, cloud engineered systems, and enterprise software products. The company offers a wide range of products and services, including database management, cloud computing, enterprise resource planning (ERP), human capital management (HCM), and customer relationship management (CRM). Oracle is a major player in the enterprise software market, providing solutions for businesses of all sizes.",2,2,2,2,2.0,unanimous
