query_id,query,domain,name,country,state,nace_code,summary,openai_label,claude_label,your_label
27,biotech companies,jybrjx.com,万币钱包 (Wanbi Wallet),China,,NACE R: Human health and social work activities,"Wanbi Wallet is a high-tech enterprise group founded in 1994, focusing on the big health industry with a core in biopharmaceuticals. It integrates biomedical engineering, health care, medical rehabilitation, wellness, and health management services. The company emphasizes a philosophy of 'harmony between heaven and humanity' and aims to improve life quality, creating health for all.",1,2,2
27,biotech companies,biomorpho.com,BioMorpho,Netherlands,Gelderland,"NACE N: Professional, scientific and technical activities","BioMorpho is a biotech consultancy firm established in 2018, specializing in business development and venture creation for biopharmaceutical companies and investors. It offers services in outsourced business development, company formation, and specialist consulting in strategy, dealmaking, and fundraising. The firm aims to 'morph' biotech companies for success, from early-stage science-rich entities to mid-stage clinical development firms, by advancing assets to key milestones or exit.",2,1,1
27,biotech companies,dahlenconsult.com,Dahlen Consult,Denmark,,"NACE N: Professional, scientific and technical activities","Dahlen Consult is a platform providing independent advisory services to the biotech industry, focusing on investments, funding, business development, and go-to-market strategies. Leveraging extensive international experience in life science, med tech, and diagnostics, the firm supports companies in strategy development and innovation. It has a strong background in leading companies involved in the development and manufacturing of instruments, reagents, and software for diagnostic laboratories, including experience with mergers and acquisitions.",2,1,1
101,alternative protein manufacturers,szheneng.com,苏州禾能生物科技有限公司,China,,NACE C: Manufacturing,"Suzhou Hneng Biotechnology Co., Ltd. is a biotechnology company focused on cellular agriculture, specializing in the innovative processing of soybeans. They have developed proprietary technology to remove undesirable flavors and gas-producing factors from soybeans, creating a plant-based milk powder with a rich, appealing taste. The company aims to leverage agricultural modernization and biotechnology to create sustainable food systems, connecting various ecological levels from soil to human health.",1,2,2
72,managed service providers (MSPs),madetech.com,Made Tech,South Korea,Seoul,"NACE K: Telecommunication, computer programming, consulting, computing infrastructure and other information service activities","Made Tech is a technology company that helps organizations, particularly in the public sector, modernize their technology and accelerate digital delivery. They offer services in data and AI, digital transformation, managed services, cloud and engineering, user-centered design, digital service delivery, and legacy transformation. Additionally, they provide specialized products for social housing providers, focusing on usability and accessibility.",2,1,1
27,biotech companies,propelbio.com,Propel Bio Partners LLC,United States,California,"NACE N: Professional, scientific and technical activities","Propel Bio Partners is a firm that supports entrepreneurial life science companies in advancing groundbreaking therapies and technologies to improve human health. They build ecosystems by providing expertise in life science, finance, and investment to help founders achieve their vision. The company focuses on driving investment strategy with scientific and business acumen to foster disruptive innovations.",2,1,1
14,pharmaceutical companies,stellapharmaceutical.com,Stella Pharmaceutical Canada Inc.,United States,,NACE C: Manufacturing,"Stella Pharmaceutical is a family-owned Canadian company founded in 1961, dedicated to developing and marketing high-quality health and wellness products. With a mission to empower consumers and improve quality of life, the company offers a diverse range of nutritional and pain relief products developed by pharmacists, nutritionists, and physicians. Stella Pharmaceutical has a long history of excellence, spanning three generations and over 60 years of operation.",1,2,2
27,biotech companies,yrflnshg.com,Zhonglong Kaisheng (Zhonglong Kaisheng - Life is a Win!),China,,NACE R: Human health and social work activities,"Zhonglong Kaisheng Group, established in 1994, is a high-tech enterprise group focused on the ""Great Health"" industry, with a core in ""Great Bio-pharmaceuticals"" and synergistic efforts in biomedical engineering. It also encompasses health care, medical rehabilitation, wellness, and health management services, guided by an international outlook. The company emphasizes a philosophy of ""harmony between heaven and humanity"" and aims to ""create health for all to share.""",1,2,2
101,alternative protein manufacturers,re-nuble.com,"Re-Nuble, Inc.",United States,New York,"NACE N: Professional, scientific and technical activities","Re-Nuble, Inc. is a climate technology company specializing in sustainable agriculture solutions. They utilize their proprietary organic cycling science™ technology to transform waste streams into agricultural inputs, offering peat-free grow media like ReNu Terra Mats and organic hydroponic nutrients. Their mission is to help both home gardeners and commercial farms grow more sustainably and affordably, optimizing farm performance while minimizing environmental impact.",1,0,0
101,alternative protein manufacturers,farmgreen.de,FARMGREEN GmbH,Germany,Nordrhein-Westfalen,"NACE A: Agriculture, forestry and fishing","FARMGREEN GmbH is a company focused on promoting regenerative and resource-efficient agriculture. They offer eco-certified products as alternatives to conventional fertilizers and plant protection agents, aiming to improve soil health and plant vitality while reducing chemical inputs. Their product range includes specialized seeds and soil treatments designed for sustainable farming and horticulture, supporting farmers in achieving higher yields with reduced environmental impact.",1,0,0
101,alternative protein manufacturers,nobonesbeachclub.com,No Bones Beach Club,United States,Washington,NACE C: Manufacturing,"No Bones Beach Club is a 100% female-owned and operated vegan food company that specializes in plant-based cauliflower wings. Originally founded as a restaurant, the company has pivoted to offer food service solutions for restaurants, delis, grocery stores, and offices. Their products are designed to be easy to prepare, catering to both food service professionals and retail consumers seeking convenient, delicious, and allergen-free plant-based options.",1,2,2
14,pharmaceutical companies,geniu-a.com,"ジーニアアンドアーレイ 株式会社 (GENIU＆A-RAY Co.,Ltd.)",Japan,Tokyo,"NACE N: Professional, scientific and technical activities","GENIU&A-RAY Co., Ltd. is a holding company focused on the biomedical and electronics fields. They engage in research and development, product planning, development, manufacturing, and sales, as well as import/export of biotechnology, pharmaceuticals, cosmetics, and food products. The company also handles electronics-related technology R&D and technology transfer, aiming to solve global challenges through the commercialization of advanced technologies and synergistic group operations.",2,1,1
82,public relations agencies,chriscom.be,ChrisCom,Belgium,Wallonie,"NACE N: Professional, scientific and technical activities","ChrisCom is an independent agency founded in 1984 that specializes in communication solutions. They focus on understanding client brands and audiences to develop sensible, realistic, and creative strategies. The agency leverages both digital and traditional media to build brand reputation, foster trust, and achieve effective communication, emphasizing pragmatism and achieving more with less.",2,1,1
66,customer relationship management (CRM) software,saleskitchen.de,saleskitchen,Germany,Rheinland-Pfalz,"NACE N: Professional, scientific and technical activities","Saleskitchen specializes in premium customer relationship management for the automotive sector. They offer expert services in contact management, CRM, and communication training, aiming to foster customer loyalty and emotional engagement. Since 2008, they have provided tailored solutions to optimize business processes and create lasting customer relationships, turning customers into dedicated fans.",2,1,1
